Year,Quarter,Product Model,5G Capability,Units Sold,Revenue ($),Market Share (%),Regional 5G Coverage (%),5G Subscribers (millions),Avg 5G Speed (Mbps),Preference for 5G (%),Region,Market Segment,Efficiency_Score,Est_Support_Years,Value_Score
2021,Q4,Galaxy Z Flip3 5G,Yes,28000,39976458.88,6.67,56.79,11.35,240.77,51.48,Asia-Pacific,Strategic (FE/Foldable),95.23,4.0,380.92
2021,Q4,Galaxy S22 5G,Yes,30537,33782555.28,6.26,48.75,15.75,162.28,64.74,Latin America,S-Series (Flagship),69.25,5.0,346.25
2021,Q4,Galaxy Z Fold3 5G,Yes,16890,10789418.34,3.36,73.7,27.02,202.39,52.08,Europe,Strategic (FE/Foldable),21.46,4.0,85.84
2021,Q4,Galaxy A14 5G,Yes,50895,58673135.23,5.33,57.73,31.67,226.07,94.36,Asia-Pacific,A-Series (Budget),61.45,3.0,184.35000000000002
2021,Q4,Galaxy S23 5G,Yes,14293,84264943.84,3.84,95.98,19.39,139.82,81.79,Asia-Pacific,S-Series (Flagship),226.39,5.0,1131.9499999999998
2021,Q4,Galaxy Z Flip5 5G,Yes,18172,7206944.65,5.16,68.44,22.27,184.61,68.86,Europe,Strategic (FE/Foldable),20.46,4.0,81.84
2022,Q1,Galaxy S10,No,23678,23302026.23,0.58,45.61,43.79,156.56,72.06,Europe,S-Series (Flagship),5.71,5.0,28.55
2022,Q1,Galaxy Note10,No,24682,30388420.88,3.89,65.35,41.22,202.74,65.05,Latin America,Specialty,47.89,2.0,95.78
2022,Q1,Galaxy S20,No,49869,25015561.71,0.1,66.77,25.65,137.77,75.23,North America,S-Series (Flagship),0.5,5.0,2.5
2022,Q1,Galaxy Note20,No,5718,47611430.59,3.4,60.4,15.37,128.61,41.67,North America,Specialty,283.1,2.0,566.2
2022,Q1,Galaxy S21,No,35233,10414206.28,2.01,84.7,12.7,92.35,51.97,North America,S-Series (Flagship),5.94,5.0,29.700000000000003
2022,Q1,Galaxy A32 5G,Yes,41857,71129083.79,4.86,73.91,45.53,173.38,53.59,Europe,A-Series (Budget),82.59,3.0,247.77
2022,Q1,Galaxy A52 5G,Yes,33814,62983632.7,4.56,57.41,21.53,170.67,72.61,Europe,A-Series (Budget),84.94,3.0,254.82
2022,Q1,Galaxy A73 5G,Yes,35418,14482116.28,4.01,91.45,6.56,157.75,57.04,Europe,A-Series (Budget),16.4,3.0,49.199999999999996
2022,Q1,Galaxy Z Fold2 5G,Yes,39933,18632947.1,2.56,91.48,41.08,272.72,57.82,Europe,Strategic (FE/Foldable),11.95,4.0,47.8
2022,Q1,Galaxy Z Flip3 5G,Yes,6800,6213699.61,6.1,52.04,54.21,81.93,52.88,Middle East & Africa,Strategic (FE/Foldable),55.74,4.0,222.96
2022,Q1,Galaxy S22 5G,Yes,6787,52571041.67,4.93,103.73,29.49,274.81,47.7,Latin America,S-Series (Flagship),381.87,5.0,1909.35
2022,Q1,Galaxy Z Fold3 5G,Yes,34677,15661456.58,6.11,101.07,48.06,165.76,55.31,Latin America,Strategic (FE/Foldable),27.6,4.0,110.4
2022,Q1,Galaxy A14 5G,Yes,27735,60038350.75,6.4,42.86,50.44,118.36,80.72,North America,A-Series (Budget),138.54,3.0,415.62
2022,Q1,Galaxy S23 5G,Yes,51810,14517045.84,5.73,51.7,7.36,174.15,73.56,Asia-Pacific,S-Series (Flagship),16.06,5.0,80.3
2022,Q1,Galaxy Z Flip5 5G,Yes,46166,19455487.42,4.54,59.94,13.25,195.16,74.46,Latin America,Strategic (FE/Foldable),19.13,4.0,76.52
2022,Q2,Galaxy S10,No,47075,9011313.36,3.15,87.8,23.96,79.96,66.24,Latin America,S-Series (Flagship),6.03,5.0,30.150000000000002
2022,Q2,Galaxy Note10,No,5465,14185149.88,1.97,73.54,45.99,292.18,37.14,North America,Specialty,51.13,2.0,102.26
2022,Q2,Galaxy S20,No,22036,14156370.64,2.12,60.31,-0.89,298.7,43.46,Asia-Pacific,S-Series (Flagship),13.62,5.0,68.1
2022,Q2,Galaxy Note20,No,31388,15148576.49,3.44,67.0,45.8,92.32,39.57,Europe,Specialty,16.6,2.0,33.2
2022,Q2,Galaxy S21,No,33806,23699378.71,0.23,77.31,47.51,129.7,78.41,North America,S-Series (Flagship),1.61,5.0,8.05
2022,Q2,Galaxy A32 5G,Yes,46798,34010964.59,2.84,95.15,47.23,287.88,87.65,Middle East & Africa,A-Series (Budget),20.64,3.0,61.92
2022,Q2,Galaxy A52 5G,Yes,15007,56176071.66,6.81,83.96,44.71,258.98,59.6,Latin America,A-Series (Budget),254.92,3.0,764.76
2022,Q2,Galaxy A73 5G,Yes,10585,29685804.23,3.51,93.42,38.63,171.64,87.93,Europe,A-Series (Budget),98.44,3.0,295.32
2022,Q2,Galaxy Z Fold2 5G,Yes,10415,16056993.77,2.85,87.84,42.48,160.24,51.79,Asia-Pacific,Strategic (FE/Foldable),43.94,4.0,175.76
2022,Q2,Galaxy Z Flip3 5G,Yes,54159,43416974.45,5.91,101.8,45.27,232.71,51.01,Latin America,Strategic (FE/Foldable),47.38,4.0,189.52
2022,Q2,Galaxy S22 5G,Yes,17217,31929959.75,3.68,41.36,32.0,291.72,45.78,Middle East & Africa,S-Series (Flagship),68.25,5.0,341.25
2022,Q2,Galaxy Z Fold3 5G,Yes,53719,15328592.42,3.88,79.25,36.07,286.49,48.06,North America,Strategic (FE/Foldable),11.07,4.0,44.28
2022,Q2,Galaxy A14 5G,Yes,58156,45419753.7,4.28,88.11,44.95,232.59,86.74,Middle East & Africa,A-Series (Budget),33.43,3.0,100.28999999999999
2022,Q2,Galaxy S23 5G,Yes,33117,5432435.6,6.58,83.47,38.52,282.72,86.09,Asia-Pacific,S-Series (Flagship),10.79,5.0,53.949999999999996
2022,Q2,Galaxy Z Flip5 5G,Yes,24948,7564107.58,3.51,89.68,53.4,284.12,72.56,Latin America,Strategic (FE/Foldable),10.64,4.0,42.56
2022,Q3,Galaxy S10,No,10671,9842035.36,0.25,50.83,26.94,249.36,77.13,Asia-Pacific,S-Series (Flagship),2.31,5.0,11.55
2022,Q3,Galaxy Note10,No,27006,5136019.54,0.36,70.18,-0.05,179.88,63.62,Middle East & Africa,Specialty,0.68,2.0,1.36
2022,Q3,Galaxy S20,No,35658,14607494.42,1.18,33.54,9.96,232.38,66.96,Asia-Pacific,S-Series (Flagship),4.83,5.0,24.15
2022,Q3,Galaxy Note20,No,8330,26191927.65,4.0,73.87,24.35,169.49,53.29,North America,Specialty,125.77,2.0,251.54
2022,Q3,Galaxy S21,No,32243,28519800.44,0.13,27.27,22.56,82.24,53.9,North America,S-Series (Flagship),1.15,5.0,5.75
2022,Q3,Galaxy A32 5G,Yes,49871,8902985.24,6.82,48.95,18.68,240.7,53.91,North America,A-Series (Budget),12.18,3.0,36.54
2022,Q3,Galaxy A52 5G,Yes,39287,21438284.87,4.97,70.25,52.39,215.78,74.82,North America,A-Series (Budget),27.12,3.0,81.36
2022,Q3,Galaxy A73 5G,Yes,43668,32615703.95,3.64,41.86,25.87,164.53,62.1,Middle East & Africa,A-Series (Budget),27.19,3.0,81.57000000000001
2022,Q3,Galaxy Z Fold2 5G,Yes,64883,70601769.77,4.6,61.16,31.32,154.51,92.8,Latin America,Strategic (FE/Foldable),50.05,4.0,200.2
2022,Q3,Galaxy Z Flip3 5G,Yes,29698,9547956.38,3.14,93.12,34.76,246.75,65.46,Middle East & Africa,Strategic (FE/Foldable),10.1,4.0,40.4
2022,Q3,Galaxy S22 5G,Yes,16005,41833223.63,6.71,88.73,39.93,281.7,86.82,Middle East & Africa,S-Series (Flagship),175.38,5.0,876.9
2022,Q3,Galaxy Z Fold3 5G,Yes,55071,52340365.75,3.6,55.45,51.49,279.27,73.87,Europe,Strategic (FE/Foldable),34.21,4.0,136.84
2022,Q3,Galaxy A14 5G,Yes,55853,6813706.73,4.88,62.85,33.76,63.15,69.85,North America,A-Series (Budget),5.95,3.0,17.85
2022,Q3,Galaxy S23 5G,Yes,47291,19328484.68,6.51,102.8,36.28,222.44,74.49,Asia-Pacific,S-Series (Flagship),26.61,5.0,133.05
2022,Q3,Galaxy Z Flip5 5G,Yes,30901,11882936.57,3.47,95.55,15.87,182.47,50.98,Asia-Pacific,Strategic (FE/Foldable),13.34,4.0,53.36
2022,Q4,Galaxy S10,No,8330,4252116.89,2.01,89.2,17.57,213.49,61.07,North America,S-Series (Flagship),10.26,5.0,51.3
2022,Q4,Galaxy Note10,No,16902,45919818.68,0.25,68.67,2.53,66.34,47.23,Asia-Pacific,Specialty,6.79,2.0,13.58
2022,Q4,Galaxy S20,No,10352,10351376.89,3.16,68.23,24.33,137.24,49.71,Asia-Pacific,S-Series (Flagship),31.6,5.0,158.0
2022,Q4,Galaxy Note20,No,20904,41945284.64,0.06,53.51,35.45,63.87,78.05,Asia-Pacific,Specialty,1.2,2.0,2.4
2022,Q4,Galaxy S21,No,32799,30084811.85,0.7,89.07,45.08,253.23,61.38,Europe,S-Series (Flagship),6.42,5.0,32.1
2022,Q4,Galaxy A32 5G,Yes,17884,11319455.1,4.18,99.95,7.17,265.78,86.45,North America,A-Series (Budget),26.46,3.0,79.38
2022,Q4,Galaxy A52 5G,Yes,40963,10902531.08,2.86,42.87,21.56,281.31,81.51,Middle East & Africa,A-Series (Budget),7.61,3.0,22.830000000000002
2022,Q4,Galaxy A73 5G,Yes,15691,21823040.17,3.07,42.69,42.69,135.63,72.27,North America,A-Series (Budget),42.7,3.0,128.10000000000002
2022,Q4,Galaxy Z Fold2 5G,Yes,23653,24085328.15,5.64,87.55,41.3,170.64,46.15,Europe,Strategic (FE/Foldable),57.43,4.0,229.72
2022,Q4,Galaxy Z Flip3 5G,Yes,56264,11515465.8,3.42,82.21,39.95,68.7,94.84,Europe,Strategic (FE/Foldable),7.0,4.0,28.0
2022,Q4,Galaxy S22 5G,Yes,47629,40258147.69,2.59,62.4,46.2,174.55,88.86,Latin America,S-Series (Flagship),21.89,5.0,109.45
2022,Q4,Galaxy Z Fold3 5G,Yes,22829,33124655.16,6.4,70.69,26.25,125.31,93.2,North America,Strategic (FE/Foldable),92.86,4.0,371.44
2022,Q4,Galaxy A14 5G,Yes,33785,47573854.62,5.64,92.95,33.13,109.94,93.28,Latin America,A-Series (Budget),79.42,3.0,238.26
2022,Q4,Galaxy S23 5G,Yes,28676,33319538.64,5.17,80.3,30.76,213.39,76.2,Asia-Pacific,S-Series (Flagship),60.07,5.0,300.35
2022,Q4,Galaxy Z Flip5 5G,Yes,62215,44729535.66,3.04,93.8,38.79,253.73,45.63,Latin America,Strategic (FE/Foldable),21.86,4.0,87.44
2023,Q1,Galaxy S10,No,40947,29431350.05,2.29,31.64,20.82,272.01,80.79,Europe,S-Series (Flagship),16.46,5.0,82.30000000000001
2023,Q1,Galaxy Note10,No,14664,15195950.99,1.66,62.66,1.47,171.98,74.11,North America,Specialty,17.2,2.0,34.4
2023,Q1,Galaxy S20,No,43817,24176526.14,2.45,48.62,20.28,175.27,73.89,Europe,S-Series (Flagship),13.52,5.0,67.6
2023,Q1,Galaxy Note20,No,41459,13687954.88,0.11,62.18,11.77,287.5,41.54,Latin America,Specialty,0.36,2.0,0.72
2023,Q1,Galaxy S21,No,32918,22481075.41,1.86,81.72,33.4,108.49,65.46,North America,S-Series (Flagship),12.7,5.0,63.5
2023,Q1,Galaxy A32 5G,Yes,42266,25950100.26,6.02,55.39,39.53,262.25,45.63,Asia-Pacific,A-Series (Budget),36.96,3.0,110.88
2023,Q1,Galaxy A52 5G,Yes,35503,31844795.27,3.87,85.47,48.17,262.84,68.0,Asia-Pacific,A-Series (Budget),34.71,3.0,104.13
2023,Q1,Galaxy A73 5G,Yes,47694,18903891.32,5.9,62.48,29.12,227.77,87.07,Europe,A-Series (Budget),23.39,3.0,70.17
2023,Q1,Galaxy Z Fold2 5G,Yes,36500,11340925.86,2.86,98.22,46.72,177.9,65.83,Asia-Pacific,Strategic (FE/Foldable),8.89,4.0,35.56
2023,Q1,Galaxy Z Flip3 5G,Yes,31535,75369161.28,4.85,103.92,6.42,256.03,54.7,Asia-Pacific,Strategic (FE/Foldable),115.92,4.0,463.68
2023,Q1,Galaxy S22 5G,Yes,25428,41184238.58,4.9,78.09,24.18,262.01,54.8,North America,S-Series (Flagship),79.36,5.0,396.8
2023,Q1,Galaxy Z Fold3 5G,Yes,58459,6197608.46,5.29,65.56,52.82,231.91,69.15,Middle East & Africa,Strategic (FE/Foldable),5.61,4.0,22.44
2023,Q1,Galaxy A14 5G,Yes,39916,30964782.02,5.53,47.84,15.23,260.8,82.88,Middle East & Africa,A-Series (Budget),42.9,3.0,128.7
2023,Q1,Galaxy S23 5G,Yes,56785,37101918.73,4.21,67.62,43.79,240.21,75.96,Asia-Pacific,S-Series (Flagship),27.51,5.0,137.55
2023,Q1,Galaxy Z Flip5 5G,Yes,11658,14130688.68,4.81,64.15,50.51,117.92,62.56,Europe,Strategic (FE/Foldable),58.3,4.0,233.2
2023,Q2,Galaxy S10,No,28445,23846107.2,3.99,46.8,37.91,175.6,66.6,Europe,S-Series (Flagship),33.45,5.0,167.25
2023,Q2,Galaxy Note10,No,12074,10953765.79,1.67,65.23,47.14,106.03,70.52,Europe,Specialty,15.15,2.0,30.3
2023,Q2,Galaxy S20,No,24787,11158722.59,2.93,73.15,29.28,138.0,68.94,Europe,S-Series (Flagship),13.19,5.0,65.95
2023,Q2,Galaxy Note20,No,40418,32030342.59,1.78,61.9,24.69,160.98,45.26,North America,Specialty,14.11,2.0,28.22
2023,Q2,Galaxy S21,No,34655,5500615.14,0.0,36.06,47.06,75.69,57.66,Middle East & Africa,S-Series (Flagship),0.0,5.0,0.0
2023,Q2,Galaxy A32 5G,Yes,18720,45175723.36,6.09,77.17,13.16,95.71,54.69,Latin America,A-Series (Budget),146.97,3.0,440.90999999999997
2023,Q2,Galaxy A52 5G,Yes,7111,38171299.74,4.9,94.2,53.26,269.75,52.92,Asia-Pacific,A-Series (Budget),263.03,3.0,789.0899999999999
2023,Q2,Galaxy A73 5G,Yes,22044,31012290.23,5.12,79.73,37.98,63.5,81.51,Latin America,A-Series (Budget),72.03,3.0,216.09
2023,Q2,Galaxy Z Fold2 5G,Yes,14004,7989841.62,3.37,86.05,18.51,249.43,45.62,North America,Strategic (FE/Foldable),19.23,4.0,76.92
2023,Q2,Galaxy Z Flip3 5G,Yes,55851,19401460.38,5.04,98.87,14.29,187.41,45.43,Latin America,Strategic (FE/Foldable),17.51,4.0,70.04
2023,Q2,Galaxy S22 5G,Yes,43275,7555516.43,4.18,44.77,25.77,214.9,48.3,Latin America,S-Series (Flagship),7.3,5.0,36.5
2023,Q2,Galaxy Z Fold3 5G,Yes,14970,18515548.91,6.32,52.48,25.0,57.27,51.12,Latin America,Strategic (FE/Foldable),78.17,4.0,312.68
2023,Q2,Galaxy A14 5G,Yes,37850,11674638.72,6.51,65.65,35.8,210.17,70.25,Middle East & Africa,A-Series (Budget),20.08,3.0,60.239999999999995
2023,Q2,Galaxy S23 5G,Yes,12105,51838068.95,5.28,77.76,52.15,51.12,86.82,Latin America,S-Series (Flagship),226.11,5.0,1130.5500000000002
2023,Q2,Galaxy Z Flip5 5G,Yes,43400,25193544.6,2.97,86.63,52.81,178.32,45.09,Latin America,Strategic (FE/Foldable),17.24,4.0,68.96
2023,Q3,Galaxy S10,No,45735,2987436.38,0.26,50.76,9.67,280.41,64.86,Asia-Pacific,S-Series (Flagship),0.17,5.0,0.8500000000000001
2023,Q3,Galaxy Note10,No,14799,4874859.74,3.39,49.36,15.58,220.38,51.94,Middle East & Africa,Specialty,11.17,2.0,22.34
2023,Q3,Galaxy S20,No,42940,4424999.5,0.59,87.76,46.41,87.57,83.22,Europe,S-Series (Flagship),0.61,5.0,3.05
2023,Q3,Galaxy Note20,No,46321,12172734.05,2.5,44.49,12.73,238.14,47.82,Europe,Specialty,6.57,2.0,13.14
2023,Q3,Galaxy S21,No,22101,45898246.39,0.35,38.79,27.92,77.87,49.98,Europe,S-Series (Flagship),7.27,5.0,36.349999999999994
2023,Q3,Galaxy A32 5G,Yes,18578,35842354.88,5.27,41.64,13.95,192.01,73.64,North America,A-Series (Budget),101.67,3.0,305.01
2023,Q3,Galaxy A52 5G,Yes,63804,26099538.28,2.53,49.54,36.48,168.21,88.53,North America,A-Series (Budget),10.35,3.0,31.049999999999997
2023,Q3,Galaxy A73 5G,Yes,60353,10771600.52,3.43,67.71,35.68,79.34,58.28,North America,A-Series (Budget),6.12,3.0,18.36
2023,Q3,Galaxy Z Fold2 5G,Yes,56014,38203293.83,5.04,92.55,22.12,50.37,45.65,Asia-Pacific,Strategic (FE/Foldable),34.37,4.0,137.48
2023,Q3,Galaxy Z Flip3 5G,Yes,30009,27935761.68,5.49,48.11,22.61,157.0,94.16,Europe,Strategic (FE/Foldable),51.11,4.0,204.44
2023,Q3,Galaxy S22 5G,Yes,11176,41387013.97,6.52,59.53,7.36,246.52,46.97,North America,S-Series (Flagship),241.45,5.0,1207.25
2023,Q3,Galaxy Z Fold3 5G,Yes,35816,11652906.14,6.83,52.51,23.96,85.44,54.57,North America,Strategic (FE/Foldable),22.22,4.0,88.88
2023,Q3,Galaxy A14 5G,Yes,51399,42332669.41,4.71,77.37,33.16,212.73,87.94,Latin America,A-Series (Budget),38.79,3.0,116.37
2023,Q3,Galaxy S23 5G,Yes,25724,4967036.62,2.8,102.38,45.67,52.28,75.87,Asia-Pacific,S-Series (Flagship),5.41,5.0,27.05
2023,Q3,Galaxy Z Flip5 5G,Yes,19229,37535867.52,6.95,71.89,44.75,122.87,91.72,Latin America,Strategic (FE/Foldable),135.67,4.0,542.68
2023,Q4,Galaxy S10,No,40560,10240842.15,1.06,40.09,30.86,154.81,68.24,North America,S-Series (Flagship),2.68,5.0,13.4
2023,Q4,Galaxy Note10,No,35697,19462564.98,2.49,36.55,36.44,236.39,47.11,North America,Specialty,13.58,2.0,27.16
2023,Q4,Galaxy S20,No,47421,4828393.06,0.34,69.32,14.16,174.21,73.78,Latin America,S-Series (Flagship),0.35,5.0,1.75
2023,Q4,Galaxy Note20,No,36328,33957658.93,1.68,25.34,10.88,248.93,80.82,Middle East & Africa,Specialty,15.7,2.0,31.4
2023,Q4,Galaxy S21,No,7177,12756979.87,3.84,83.21,46.58,244.75,58.59,Latin America,S-Series (Flagship),68.26,5.0,341.3
2023,Q4,Galaxy A32 5G,Yes,26543,22616882.71,6.92,47.63,35.93,142.99,65.49,Europe,A-Series (Budget),58.96,3.0,176.88
2023,Q4,Galaxy A52 5G,Yes,56191,12240588.06,6.71,72.16,7.12,152.26,87.72,Asia-Pacific,A-Series (Budget),14.62,3.0,43.86
2023,Q4,Galaxy A73 5G,Yes,31159,41780958.79,4.56,79.39,20.12,294.91,53.57,Middle East & Africa,A-Series (Budget),61.14,3.0,183.42000000000002
2023,Q4,Galaxy Z Fold2 5G,Yes,61064,65387195.35,5.49,85.64,26.68,170.74,59.27,Asia-Pacific,Strategic (FE/Foldable),58.79,4.0,235.16
2023,Q4,Galaxy Z Flip3 5G,Yes,34138,54539172.82,5.92,98.31,21.34,195.17,79.73,Asia-Pacific,Strategic (FE/Foldable),94.58,4.0,378.32
2023,Q4,Galaxy S22 5G,Yes,36216,29959374.23,3.82,70.59,46.92,177.43,63.86,Latin America,S-Series (Flagship),31.6,5.0,158.0
2023,Q4,Galaxy Z Fold3 5G,Yes,56470,29368072.66,5.15,71.88,21.15,192.3,46.87,North America,Strategic (FE/Foldable),26.78,4.0,107.12
2023,Q4,Galaxy A14 5G,Yes,50544,43782286.43,4.64,96.7,13.78,184.26,51.56,North America,A-Series (Budget),40.19,3.0,120.57
2023,Q4,Galaxy S23 5G,Yes,8752,38989375.22,2.66,83.21,28.99,286.82,62.63,Europe,S-Series (Flagship),118.5,5.0,592.5
2023,Q4,Galaxy Z Flip5 5G,Yes,52161,28251610.31,4.47,63.99,48.56,255.02,48.38,Middle East & Africa,Strategic (FE/Foldable),24.21,4.0,96.84
2024,Q1,Galaxy S10,No,37131,45587127.69,0.59,83.06,0.34,274.2,42.93,North America,S-Series (Flagship),7.24,5.0,36.2
2024,Q1,Galaxy Note10,No,22947,10581556.07,2.03,51.05,13.99,62.01,43.39,Europe,Specialty,9.36,2.0,18.72
2024,Q1,Galaxy S20,No,32783,24954402.68,0.12,68.38,18.52,165.62,84.08,Asia-Pacific,S-Series (Flagship),0.91,5.0,4.55
2024,Q1,Galaxy Note20,No,11825,26416166.62,3.72,48.75,13.42,267.68,82.48,Asia-Pacific,Specialty,83.1,2.0,166.2
2024,Q1,Galaxy S21,No,11094,32422221.33,2.75,69.33,8.2,259.15,73.14,Middle East & Africa,S-Series (Flagship),80.37,5.0,401.85
2024,Q1,Galaxy A32 5G,Yes,54883,29105714.76,6.45,41.13,51.34,117.64,58.15,North America,A-Series (Budget),34.21,3.0,102.63
2024,Q1,Galaxy A52 5G,Yes,31220,36722606.38,6.53,40.51,32.24,130.35,80.87,Latin America,A-Series (Budget),76.81,3.0,230.43
2024,Q1,Galaxy A73 5G,Yes,11255,40448789.53,6.91,69.89,14.95,211.0,67.67,North America,A-Series (Budget),248.34,3.0,745.02
2024,Q1,Galaxy Z Fold2 5G,Yes,62968,36037742.34,3.27,91.81,35.09,236.61,93.38,Middle East & Africa,Strategic (FE/Foldable),18.71,4.0,74.84
2024,Q1,Galaxy Z Flip3 5G,Yes,57073,27851665.91,2.61,66.33,8.11,196.33,89.62,Latin America,Strategic (FE/Foldable),12.74,4.0,50.96
2024,Q1,Galaxy S22 5G,Yes,43911,45501962.54,4.21,45.54,47.18,293.87,46.55,Europe,S-Series (Flagship),43.63,5.0,218.15
2024,Q1,Galaxy Z Fold3 5G,Yes,6628,36995468.59,4.81,93.86,26.43,157.51,45.53,Europe,Strategic (FE/Foldable),268.48,4.0,1073.92
2024,Q1,Galaxy A14 5G,Yes,54366,58337180.3,2.87,90.7,13.54,83.75,56.88,Asia-Pacific,A-Series (Budget),30.8,3.0,92.4
2024,Q1,Galaxy S23 5G,Yes,43162,43400860.6,3.11,73.38,46.43,195.74,49.58,Middle East & Africa,S-Series (Flagship),31.27,5.0,156.35
2024,Q1,Galaxy Z Flip5 5G,Yes,24624,36547057.85,6.92,54.55,50.77,120.07,50.72,North America,Strategic (FE/Foldable),102.71,4.0,410.84
2024,Q2,Galaxy S10,No,26237,30930455.54,2.72,30.37,43.72,205.74,48.09,Middle East & Africa,S-Series (Flagship),32.07,5.0,160.35
2024,Q2,Galaxy Note10,No,22269,16275671.49,2.24,67.36,2.27,216.59,73.24,North America,Specialty,16.37,2.0,32.74
2024,Q2,Galaxy S20,No,27314,25415808.77,0.48,88.91,13.08,84.12,40.12,Europe,S-Series (Flagship),4.47,5.0,22.349999999999998
2024,Q2,Galaxy Note20,No,18938,16203612.71,3.04,84.26,14.97,201.33,75.69,Europe,Specialty,26.01,2.0,52.02
2024,Q2,Galaxy S21,No,14478,46356728.39,1.47,44.98,31.83,190.4,78.16,Latin America,S-Series (Flagship),47.07,5.0,235.35
2024,Q2,Galaxy A32 5G,Yes,64381,8891741.34,3.46,81.54,25.48,147.48,52.94,North America,A-Series (Budget),4.78,3.0,14.34
2024,Q2,Galaxy A52 5G,Yes,33515,35787763.82,4.3,82.09,44.83,256.14,51.86,Latin America,A-Series (Budget),45.92,3.0,137.76
2024,Q2,Galaxy A73 5G,Yes,14587,28041204.8,2.85,53.66,51.8,126.75,94.43,Asia-Pacific,A-Series (Budget),54.79,3.0,164.37
2024,Q2,Galaxy Z Fold2 5G,Yes,47712,18117011.06,3.62,64.38,33.69,172.94,72.78,North America,Strategic (FE/Foldable),13.75,4.0,55.0
2024,Q2,Galaxy Z Flip3 5G,Yes,24276,82025137.2,6.27,51.96,37.97,177.35,73.86,Latin America,Strategic (FE/Foldable),211.85,4.0,847.4
2024,Q2,Galaxy S22 5G,Yes,28349,29473665.23,6.51,94.18,34.27,103.77,65.41,Asia-Pacific,S-Series (Flagship),67.68,5.0,338.40000000000003
2024,Q2,Galaxy Z Fold3 5G,Yes,33169,35954900.03,5.42,53.54,26.02,294.86,54.66,Europe,Strategic (FE/Foldable),58.75,4.0,235.0
2024,Q2,Galaxy A14 5G,Yes,7463,54322194.79,3.42,84.33,29.05,82.85,88.18,North America,A-Series (Budget),248.94,3.0,746.8199999999999
2024,Q2,Galaxy S23 5G,Yes,16723,10462398.76,5.79,80.56,28.87,162.51,72.81,Middle East & Africa,S-Series (Flagship),36.22,5.0,181.1
2024,Q2,Galaxy Z Flip5 5G,Yes,44327,51331262.54,4.95,78.31,41.66,198.84,46.44,Middle East & Africa,Strategic (FE/Foldable),57.32,4.0,229.28
2024,Q3,Galaxy S10,No,32671,47591496.99,2.77,27.94,32.88,71.21,82.95,Asia-Pacific,S-Series (Flagship),40.35,5.0,201.75
2024,Q3,Galaxy Note10,No,40214,41136987.82,0.14,87.83,40.29,259.95,42.51,Asia-Pacific,Specialty,1.43,2.0,2.86
2024,Q3,Galaxy S20,No,5564,59801417.46,3.5,48.6,29.86,213.04,46.39,Europe,S-Series (Flagship),376.18,5.0,1880.9
2024,Q3,Galaxy Note20,No,19903,17437926.68,3.41,61.77,2.81,289.86,52.2,Middle East & Africa,Specialty,29.88,2.0,59.76
2024,Q3,Galaxy S21,No,21386,36904339.77,2.99,72.99,35.39,296.75,75.59,Latin America,S-Series (Flagship),51.6,5.0,258.0
2024,Q3,Galaxy A32 5G,Yes,27969,70164647.83,2.62,46.76,43.61,103.25,63.21,Middle East & Africa,A-Series (Budget),65.73,3.0,197.19
2024,Q3,Galaxy A52 5G,Yes,37433,18338586.46,4.04,87.64,53.76,101.77,50.02,Middle East & Africa,A-Series (Budget),19.79,3.0,59.37
2024,Q3,Galaxy A73 5G,Yes,39286,60220617.19,3.28,52.62,54.48,284.67,72.09,Europe,A-Series (Budget),50.28,3.0,150.84
2024,Q3,Galaxy Z Fold2 5G,Yes,53528,21387152.24,6.42,103.82,51.01,130.55,85.26,Middle East & Africa,Strategic (FE/Foldable),25.65,4.0,102.6
2024,Q3,Galaxy Z Flip3 5G,Yes,35291,49226395.4,6.75,62.89,24.49,220.65,89.72,North America,Strategic (FE/Foldable),94.15,4.0,376.6
2024,Q3,Galaxy S22 5G,Yes,59709,24247149.04,6.3,103.78,12.99,284.37,67.07,Middle East & Africa,S-Series (Flagship),25.58,5.0,127.89999999999999
2024,Q3,Galaxy Z Fold3 5G,Yes,43568,7815666.25,5.04,74.46,45.39,255.35,72.28,North America,Strategic (FE/Foldable),9.04,4.0,36.16
2024,Q3,Galaxy A14 5G,Yes,14266,34815441.96,4.33,40.78,17.49,190.78,88.08,Latin America,A-Series (Budget),105.67,3.0,317.01
2024,Q3,Galaxy S23 5G,Yes,15763,7376208.85,5.89,74.46,50.36,173.23,52.39,North America,S-Series (Flagship),27.56,5.0,137.79999999999998
2024,Q3,Galaxy Z Flip5 5G,Yes,37683,25975311.58,6.15,87.83,29.56,270.57,63.33,Europe,Strategic (FE/Foldable),42.39,4.0,169.56
2024,Q4,Galaxy S10,No,9805,4494602.49,0.27,59.49,16.98,203.22,57.32,Middle East & Africa,S-Series (Flagship),1.24,5.0,6.2
2024,Q4,Galaxy Note10,No,39017,15031174.35,1.95,50.4,25.44,268.6,38.07,Asia-Pacific,Specialty,7.51,2.0,15.02
2024,Q4,Galaxy S20,No,7534,29771391.22,3.55,47.5,12.56,51.73,74.44,Europe,S-Series (Flagship),140.28,5.0,701.4
2024,Q4,Galaxy Note20,No,42266,23557754.83,0.34,86.28,26.49,294.81,51.79,Latin America,Specialty,1.9,2.0,3.8
2024,Q4,Galaxy S21,No,28852,14365866.47,0.23,46.1,3.47,194.32,86.51,Middle East & Africa,S-Series (Flagship),1.15,5.0,5.75
